Country,Year,Life_expectancy_at_birth,Expected_years_of_schooling,Average_of_years_of_schooling,GNI_per_capita_PPP,life_expectancy_index,Education_Index,GNI_Index,HDI_1,HDI_calculated,HDI_3
Cote d'Ivoire,2008,51.682,8.1,4.00,2370.00,0.49,0.38,0.48,,0.45,0.43
Cote d'Ivoire,1995,51.569,6.3,2.50,1910.00,0.49,0.28,0.45,,0.39,0.39
Cote d'Ivoire,1996,51.109,6.4,2.60,2060.00,0.48,0.29,0.46,,0.40,0.39
Cote d'Ivoire,2007,51.091,8,3.90,2310.00,0.48,0.38,0.47,,0.44,0.42
Cote d'Ivoire,1997,50.657,6.5,2.80,2140.00,0.47,0.29,0.46,,0.40,0.39
Cote d'Ivoire,2006,50.561,7.8,3.80,2260.00,0.47,0.37,0.47,,0.43,0.42
Cote d'Ivoire,1998,50.242,6.3,3.00,2230.00,0.47,0.29,0.47,,0.40,0.39
Cote d'Ivoire,2005,50.12,7.6,3.70,2210.00,0.46,0.36,0.47,,0.43,0.41
Cote d'Ivoire,1999,49.891,6.6,3.10,2230.00,0.46,0.31,0.47,,0.40,0.39
Cote d'Ivoire,2004,49.788,7.5,3.60,2000.00,0.46,0.35,0.45,,0.42,0.41
Cote d'Ivoire,2000,49.635,6.8,3.30,2080.00,0.46,0.32,0.46,,0.41,0.39
Cote d'Ivoire,2003,49.572,7.3,3.50,1870.00,0.45,0.34,0.44,,0.41,0.40
Cote d'Ivoire,2001,49.495,7,3.30,2030.00,0.45,0.33,0.45,,0.41,0.40
Cote d'Ivoire,2002,49.475,7.1,3.40,1960.00,0.45,0.33,0.45,,0.41,0.40
Costa Rica,2018,80.10,15.38,8.67,14789.93,0.92,0.75,0.75,0.79,0.81,0.79
Costa Rica,2017,79.914,15.4,8.80,18040.00,0.92,0.76,0.78,0.79,0.82,0.79
Costa Rica,2016,79.738,15.2,8.80,17230.00,0.92,0.75,0.78,0.79,0.81,0.79
Costa Rica,2015,79.565,15.1,8.80,16310.00,0.92,0.75,0.77,0.79,0.81,0.79
Costa Rica,2014,79.398,14.8,8.60,15460.00,0.91,0.73,0.76,,0.80,0.78
Costa Rica,2013,79.234,14.6,8.50,15420.00,0.91,0.72,0.76,0.78,0.79,0.78
Costa Rica,2012,79.074,14.4,8.50,14850.00,0.91,0.72,0.76,,0.79,0.77
Costa Rica,2011,78.919,13.6,8.40,12930.00,0.91,0.69,0.73,,0.77,0.76
Costa Rica,2010,78.769,13.4,8.30,12310.00,0.90,0.68,0.73,0.75,0.76,0.75
Costa Rica,2009,78.626,13.3,8.40,11730.00,0.90,0.68,0.72,,0.76,0.75
Costa Rica,2008,78.491,13.1,8.40,12080.00,0.90,0.67,0.72,,0.76,0.75
Costa Rica,2007,78.362,12.9,8.10,11400.00,0.90,0.66,0.72,,0.75,0.74
Costa Rica,2006,78.239,12.8,7.90,10360.00,0.90,0.65,0.70,,0.74,0.73
Costa Rica,2005,78.117,12.6,7.90,9430.00,0.89,0.64,0.69,,0.73,0.73
Costa Rica,2004,77.996,12.4,7.90,8890.00,0.89,0.63,0.68,,0.73,0.73
Costa Rica,2003,77.871,12.2,7.90,8380.00,0.89,0.63,0.67,,0.72,0.72
Costa Rica,2002,77.740,12.1,8.00,8020.00,0.89,0.63,0.66,,0.72,0.72
Costa Rica,2001,77.601,11.9,8.00,7770.00,0.89,0.62,0.66,,0.71,0.71
Costa Rica,2000,77.452,11.7,8.00,7480.00,0.88,0.61,0.65,,0.71,0.71
Costa Rica,1999,77.293,11.6,7.90,7250.00,0.88,0.61,0.65,,0.70,0.71
Costa Rica,1998,77.124,11.4,7.80,7150.00,0.88,0.60,0.64,,0.70,0.70
Costa Rica,1997,76.948,11.2,7.70,6830.00,0.88,0.59,0.64,,0.69,0.70
Costa Rica,1996,76.765,11.1,7.50,6520.00,0.87,0.58,0.63,,0.68,0.69
Costa Rica,1995,76.579,10.9,7.40,6450.00,0.87,0.57,0.63,,0.68,0.69
Costa Rica,1994,76.394,10.7,7.30,6250.00,0.87,0.56,0.62,,0.67,0.68
Costa Rica,1993,76.211,10.6,7.20,5930.00,0.86,0.55,0.62,,0.67,0.68
Costa Rica,1992,76.028,10.4,7.10,5540.00,0.86,0.54,0.61,,0.66,0.67
Costa Rica,1991,75.844,10.1,7.00,5080.00,0.86,0.53,0.59,,0.65,0.66
Costa Rica,1990,75.654,9.8,6.72,4830.00,0.86,0.51,0.59,,0.64,0.66
Congo,2018,64.29,11.60,6.50,5803.88,0.68,0.57,0.61,0.61,0.62,0.61
Congo,2017,63.954,11.4,6.30,1030.00,0.68,0.56,0.35,0.46,0.51,0.61
Congo,2017,63.954,11.4,6.30,3010.00,0.68,0.56,0.51,0.61,0.58,0.61
Congo,2016,63.556,11.4,6.30,940.00,0.67,0.56,0.34,0.45,0.50,0.61
Congo,2016,63.556,11.4,6.30,3150.00,0.67,0.56,0.52,0.61,0.58,0.61
Congo,2015,63.097,11.2,6.30,840.00,0.66,0.55,0.32,0.44,0.49,0.61
Congo,2015,63.097,11.2,6.30,3300.00,0.66,0.55,0.53,0.61,0.58,0.61
Congo,2014,62.582,11,6.30,780.00,0.66,0.54,0.31,,0.48,0.60
Congo,2014,62.582,11,6.30,3890.00,0.66,0.54,0.55,,0.58,0.60
Congo,2013,62.022,10.8,6.30,690.00,0.65,0.54,0.29,0.43,0.47,0.58
Congo,2013,62.022,10.8,6.30,3740.00,0.65,0.54,0.55,0.58,0.57,0.58
Congo,2012,61.423,10.6,6.20,630.00,0.64,0.53,0.28,,0.45,0.57
Congo,2012,61.423,10.6,6.20,3780.00,0.64,0.53,0.55,,0.57,0.57
Congo,2011,60.785,10.6,6.20,640.00,0.63,0.53,0.28,,0.45,0.56
Congo,2011,60.785,10.6,6.20,3720.00,0.63,0.53,0.55,,0.56,0.56
Congo,2018,60.37,9.70,6.76,800.02,0.62,0.51,0.31,0.46,0.46,0.46
Congo,2010,60.093,10.7,6.10,610.00,0.62,0.53,0.27,0.42,0.45,0.56
Congo,2010,60.093,10.7,6.10,3670.00,0.62,0.53,0.54,0.56,0.56,0.56
Congo,2009,59.321,10.5,6.00,580.00,0.60,0.52,0.27,,0.44,0.55
Congo,2009,59.321,10.5,6.00,3330.00,0.60,0.52,0.53,,0.55,0.55
Congo,2008,58.466,10.3,6.00,560.00,0.59,0.51,0.26,,0.43,0.54
Congo,2008,58.466,10.3,6.00,3230.00,0.59,0.51,0.52,,0.54,0.54
Congo,2007,57.541,10,5.90,550.00,0.58,0.50,0.26,,0.42,0.52
Congo,2007,57.541,10,5.90,2890.00,0.58,0.50,0.51,,0.53,0.52
Congo,2006,56.573,9.8,5.90,530.00,0.56,0.49,0.25,,0.41,0.50
Congo,2006,56.573,9.8,5.90,2840.00,0.56,0.49,0.51,,0.52,0.50
Congo,2005,55.6,9.6,5.80,500.00,0.55,0.48,0.24,,0.40,0.50
Congo,2005,55.6,9.6,5.80,2690.00,0.55,0.48,0.50,,0.51,0.50
Congo,2004,54.667,9.4,5.80,470.00,0.53,0.47,0.23,,0.39,0.50
Congo,2004,54.667,9.4,5.80,2560.00,0.53,0.47,0.49,,0.50,0.50
Congo,1990,54.638,11.2,4.39,2680.00,0.53,0.50,0.50,,0.51,0.54
Congo,1990,54.638,11.2,4.39,,0.53,0.50,,,,0.54
Congo,1991,54.281,11,4.50,2780.00,0.53,0.49,0.50,,0.51,0.54
Congo,1991,54.281,11,4.50,,0.53,0.49,,,,0.54
Congo,1992,53.867,10.9,4.70,2960.00,0.52,0.49,0.51,,0.51,0.54
Congo,1992,53.867,10.9,4.70,,0.52,0.49,,,,0.54
Congo,2003,53.817,9.2,5.70,450.00,0.52,0.47,0.23,,0.38,0.50
Congo,2003,53.817,9.2,5.70,2690.00,0.52,0.47,0.50,,0.49,0.50
Congo,1993,53.424,10.7,4.80,2700.00,0.51,0.49,0.50,,0.50,0.53
Congo,1993,53.424,10.7,4.80,,0.51,0.49,,,,0.53
Congo,2002,53.091,9.4,5.70,430.00,0.51,0.47,0.22,,0.38,0.50
Congo,2002,53.091,9.4,5.70,2640.00,0.51,0.47,0.49,,0.49,0.50
Congo,1994,52.984,10.6,5.00,500.00,0.51,0.49,0.24,,0.39,0.52
Congo,1994,52.984,10.6,5.00,2690.00,0.51,0.49,0.50,,0.50,0.52
Congo,1995,52.583,10.4,5.10,490.00,0.50,0.49,0.24,,0.39,0.51
Congo,1995,52.583,10.4,5.10,1880.00,0.50,0.49,0.44,,0.48,0.51
Congo,2001,52.517,9.5,5.60,410.00,0.50,0.47,0.21,,0.37,0.50
Congo,2001,52.517,9.5,5.60,2500.00,0.50,0.47,0.49,,0.49,0.50
Congo,1996,52.252,10.3,5.20,520.00,0.50,0.49,0.25,,0.39,0.50
Congo,1996,52.252,10.3,5.20,1920.00,0.50,0.49,0.45,,0.48,0.50
Congo,2000,52.123,9.7,5.50,440.00,0.49,0.48,0.22,,0.37,0.49
Congo,2000,52.123,9.7,5.50,2430.00,0.49,0.48,0.48,,0.48,0.49
Congo,1997,52.016,10.1,5.30,490.00,0.49,0.48,0.24,,0.39,0.51
Congo,1997,52.016,10.1,5.30,2350.00,0.49,0.48,0.48,,0.48,0.51
Congo,1999,51.925,9.8,5.50,440.00,0.49,0.48,0.22,,0.37,0.50
Congo,1999,51.925,9.8,5.50,2250.00,0.49,0.48,0.47,,0.48,0.50
Congo,1998,51.899,10,5.40,480.00,0.49,0.48,0.24,,0.38,0.51
Congo,1998,51.899,10,5.40,2540.00,0.49,0.48,0.49,,0.49,0.51
Comoros,2018,64.12,11.24,4.91,2426.39,0.68,0.51,0.48,0.54,0.55,0.54
Comoros,2017,63.912,11.2,4.80,3050.00,0.68,0.51,0.52,0.54,0.56,0.50
Comoros,2016,63.7,11.2,4.80,2880.00,0.67,0.51,0.51,0.54,0.56,0.50
Comoros,2015,63.471,11.2,4.80,2720.00,0.67,0.51,0.50,0.54,0.55,0.50
Comoros,2014,63.214,11.2,4.80,2720.00,0.66,0.51,0.50,,0.55,0.50
Comoros,2013,62.922,11.2,4.70,2640.00,0.66,0.50,0.49,0.53,0.55,0.50
Comoros,2012,62.595,10.9,4.60,2510.00,0.66,0.49,0.49,,0.54,0.49
Comoros,2011,62.24,10.8,4.40,2340.00,0.65,0.48,0.48,,0.53,0.49
Comoros,2010,61.862,10.6,4.20,2250.00,0.64,0.47,0.47,0.51,0.52,0.48
Comoros,2009,61.475,10.5,3.90,2190.00,0.64,0.46,0.47,,0.51,0.48
Comoros,2008,61.094,10.3,3.70,2160.00,0.63,0.45,0.46,,0.51,0.47
Comoros,2007,60.734,10.2,3.50,2100.00,0.63,0.44,0.46,,0.50,0.47
Comoros,2006,60.407,10,3.30,2070.00,0.62,0.43,0.46,,0.49,0.46
Comoros,2005,60.126,9.9,3.10,2000.00,0.62,0.42,0.45,,0.49,0.46
Comoros,2004,59.904,9.7,2.80,1930.00,0.61,0.40,0.45,,0.48,0.45
Comoros,2003,59.738,9.5,,1890.00,0.61,0.82,0.44,,0.61,
Comoros,2002,59.617,9.2,,1860.00,0.61,0.81,0.44,,0.60,
Comoros,2001,59.529,8.8,,1840.00,0.61,0.79,0.44,,0.60,
Comoros,2000,59.460,8.5,,1800.00,0.61,0.78,0.44,,0.59,
Comoros,1999,59.388,8.2,,1770.00,0.61,0.77,0.43,,0.59,
Comoros,1998,59.294,8.1,,1750.00,0.60,0.77,0.43,,0.59,
Comoros,1997,59.160,8.1,,1760.00,0.60,0.77,0.43,,0.59,
Comoros,1996,58.972,8.1,,1710.00,0.60,0.77,0.43,,0.58,
Comoros,1995,58.722,8.1,,1750.00,0.60,0.77,0.43,,0.58,
Comoros,1994,58.407,8,,1700.00,0.59,0.77,0.43,,0.58,
Comoros,1993,58.038,8,,1810.00,0.59,0.77,0.44,,0.58,
Comoros,1992,57.623,8,,1770.00,0.58,0.77,0.43,,0.58,
Comoros,1991,57.168,8,,1630.00,0.57,0.77,0.42,,0.57,
Comoros,1990,56.677,7.9,,1720.00,0.56,0.76,0.43,,0.57,
Colombia,2018,77.11,14.60,8.33,12895.59,0.88,0.72,0.73,0.76,0.77,0.76
Colombia,2017,76.925,14.4,8.30,14050.00,0.88,0.71,0.75,0.76,0.77,0.75
Colombia,2016,76.732,14.4,8.30,13800.00,0.87,0.71,0.74,0.76,0.77,0.75
Colombia,2015,76.531,14.4,8.10,13700.00,0.87,0.71,0.74,0.75,0.77,0.74
Colombia,2014,76.322,14.4,8.00,13680.00,0.87,0.70,0.74,,0.77,0.74
Colombia,2013,76.105,14.5,7.80,14470.00,0.86,0.70,0.75,0.75,0.77,0.74
Colombia,2012,75.882,14.1,7.60,13810.00,0.86,0.68,0.74,,0.76,0.73
Colombia,2011,75.655,14.4,7.50,11090.00,0.86,0.69,0.71,,0.75,0.73
Colombia,2010,75.424,14.3,7.40,10280.00,0.85,0.68,0.70,0.73,0.74,0.72
Colombia,2009,75.193,14.3,7.30,9900.00,0.85,0.68,0.69,,0.74,0.72
Colombia,2008,74.962,13.9,7.30,9780.00,0.85,0.67,0.69,,0.73,0.71
Colombia,2007,74.732,13.6,7.20,9440.00,0.84,0.65,0.69,,0.72,0.70
Colombia,2006,74.5,13.3,6.70,8750.00,0.84,0.63,0.68,,0.71,0.69
Colombia,2005,74.265,12.9,6.80,8070.00,0.83,0.62,0.66,,0.70,0.68
Colombia,2004,74.026,12.3,6.60,7500.00,0.83,0.59,0.65,,0.69,0.67
Colombia,2003,73.777,11.3,6.50,7040.00,0.83,0.56,0.64,,0.67,0.66
Colombia,2002,73.517,11.6,6.50,6800.00,0.82,0.57,0.64,,0.67,0.66
Colombia,2001,73.241,11.5,6.50,6640.00,0.82,0.56,0.63,,0.66,0.66
Colombia,2000,72.945,11.4,6.50,6510.00,0.81,0.56,0.63,,0.66,0.65
Colombia,1999,72.619,11.3,6.40,5260.00,0.81,0.55,0.60,,0.65,0.65
Colombia,1998,72.264,11.3,6.30,5500.00,0.80,0.55,0.61,,0.65,0.65
Colombia,1997,71.887,10.9,6.30,5470.00,0.80,0.54,0.60,,0.64,0.64
Colombia,1996,71.497,10.5,6.20,5290.00,0.79,0.52,0.60,,0.63,0.63
Colombia,1995,71.112,10,6.10,5210.00,0.79,0.50,0.60,,0.62,0.63
Colombia,1994,70.752,9.9,6.00,4930.00,0.78,0.50,0.59,,0.61,0.62
Colombia,1993,70.433,9.8,5.80,4600.00,0.78,0.49,0.58,,0.60,0.61
Colombia,1992,70.161,9.6,5.70,4300.00,0.77,0.48,0.57,,0.59,0.61
Colombia,1991,69.936,9.1,5.60,4110.00,0.77,0.46,0.56,,0.58,0.60
Colombia,1990,69.750,9.1,5.46,3950.00,0.77,0.46,0.56,,0.58,0.59
China,2018,84.69,16.51,12.04,60220.80,1.00,0.88,0.97,0.94,0.95,0.94
China,2018,76.70,13.89,7.90,16126.57,0.87,0.68,0.77,0.76,0.77,0.76
China,2017,76.47,13.8,7.80,14140.00,0.87,0.68,0.75,0.75,0.76,0.75
China,2017,76.47,13.8,7.80,62530.00,0.87,0.68,0.97,0.94,0.83,0.75
China,2016,76.21,13.8,7.80,13400.00,0.86,0.68,0.74,0.75,0.76,0.75
China,2016,76.21,13.8,7.80,58670.00,0.86,0.68,0.96,0.93,0.83,0.75
China,2015,75.928,13.8,7.70,12880.00,0.86,0.67,0.73,0.74,0.75,0.74
China,2015,75.928,13.8,7.70,57450.00,0.86,0.67,0.96,0.93,0.82,0.74
China,2014,75.629,13.8,7.60,12520.00,0.86,0.67,0.73,,0.75,0.74
China,2014,75.629,13.8,7.60,55900.00,0.86,0.67,0.96,,0.82,0.74
China,2013,75.321,13.5,7.50,11830.00,0.85,0.66,0.72,0.73,0.74,0.73
China,2013,75.321,13.5,7.50,54710.00,0.85,0.66,0.95,0.92,0.81,0.73
China,2012,75.013,13.3,7.50,11170.00,0.85,0.65,0.71,,0.73,0.72
China,2012,75.013,13.3,7.50,52990.00,0.85,0.65,0.95,,0.81,0.72
China,2011,74.708,13.1,7.40,10200.00,0.84,0.64,0.70,,0.72,0.71
China,2011,74.708,13.1,7.40,53710.00,0.84,0.64,0.95,,0.80,0.71
China,2010,74.409,12.9,7.30,9210.00,0.84,0.63,0.68,0.70,0.71,0.71
China,2010,74.409,12.9,7.30,50230.00,0.84,0.63,0.94,0.90,0.79,0.71
China,2009,74.119,12.6,7.10,8290.00,0.83,0.62,0.67,,0.70,0.69
China,2009,74.119,12.6,7.10,47250.00,0.83,0.62,0.93,,0.78,0.69
China,2008,73.835,12.3,7.00,7620.00,0.83,0.60,0.65,,0.69,0.69
China,2008,73.835,12.3,7.00,49530.00,0.83,0.60,0.94,,0.78,0.69
China,2007,73.553,12,7.00,6830.00,0.82,0.59,0.64,,0.68,0.68
China,2007,73.553,12,7.00,46640.00,0.82,0.59,0.93,,0.77,0.68
China,2006,73.271,11.5,6.90,5830.00,0.82,0.58,0.61,,0.66,0.66
China,2006,73.271,11.5,6.90,42680.00,0.82,0.58,0.91,,0.76,0.66
China,2005,72.985,11,6.90,5020.00,0.82,0.56,0.59,,0.65,0.65
China,2005,72.985,11,6.90,38260.00,0.82,0.56,0.90,,0.74,0.65
China,2004,72.689,10.6,6.80,4410.00,0.81,0.54,0.57,,0.63,0.64
China,2004,72.689,10.6,6.80,35250.00,0.81,0.54,0.89,,0.73,0.64
China,2003,72.381,10.2,6.70,3910.00,0.81,0.53,0.55,,0.62,0.62
China,2003,72.381,10.2,6.70,31960.00,0.81,0.53,0.87,,0.72,0.62
China,2002,72.061,9.9,6.60,3500.00,0.80,0.51,0.54,,0.60,0.61
China,2002,72.061,9.9,6.60,29820.00,0.80,0.51,0.86,,0.71,0.61
China,2001,71.732,9.7,6.50,3160.00,0.80,0.50,0.52,,0.59,0.60
China,2001,71.732,9.7,6.50,29490.00,0.80,0.50,0.86,,0.70,0.60
China,2000,71.397,9.6,6.50,2890.00,0.79,0.50,0.51,,0.59,0.59
China,2000,71.397,9.6,6.50,28480.00,0.79,0.50,0.85,,0.70,0.59
China,1999,71.063,9.5,6.30,2620.00,0.79,0.49,0.49,,0.58,0.59
China,1999,71.063,9.5,6.30,26420.00,0.79,0.49,0.84,,0.69,0.59
China,1998,70.737,9.3,6.20,2410.00,0.78,0.48,0.48,,0.57,0.58
China,1998,70.737,9.3,6.20,25630.00,0.78,0.48,0.84,,0.68,0.58
China,1997,70.428,9.2,6.00,2240.00,0.78,0.47,0.47,,0.56,0.57
China,1997,70.428,9.2,6.00,26620.00,0.78,0.47,0.84,,0.68,0.57
China,1996,70.140,9.2,5.80,2030.00,0.77,0.47,0.45,,0.55,0.56
China,1996,70.140,9.2,5.80,24910.00,0.77,0.47,0.83,,0.67,0.56
China,1995,69.885,9.1,5.70,1830.00,0.77,0.46,0.44,,0.54,0.55
China,1995,69.885,9.1,5.70,24960.00,0.77,0.46,0.83,,0.67,0.55
China,1994,69.670,8.9,5.50,1660.00,0.76,0.45,0.42,,0.53,0.54
China,1994,69.670,8.9,5.50,24190.00,0.76,0.45,0.83,,0.66,0.54
China,1993,69.496,8.9,5.30,1450.00,0.76,0.44,0.40,,0.51,0.53
China,1993,69.496,8.9,5.30,22930.00,0.76,0.44,0.82,,0.65,0.53
China,1992,69.355,8.9,5.20,1260.00,0.76,0.44,0.38,,0.50,0.52
China,1992,69.355,8.9,5.20,20600.00,0.76,0.44,0.80,,0.65,0.52
China,1991,69.242,8.8,5.00,1100.00,0.76,0.43,0.36,,0.49,0.51
China,1991,69.242,8.8,5.00,19150.00,0.76,0.43,0.79,,0.64,0.51
China,1990,69.145,8.8,5.34,980.00,0.76,0.44,0.34,,0.49,0.50
China,1990,69.145,8.8,5.34,17760.00,0.76,0.44,0.78,,0.64,0.50
Chile,2018,80.04,16.53,10.45,21972.28,0.92,0.84,0.81,0.85,0.86,0.85
Chile,2017,79.909,16.4,10.30,22750.00,0.92,0.83,0.82,0.84,0.86,0.84
Chile,2016,79.779,16.4,10.30,22080.00,0.92,0.83,0.82,0.84,0.85,0.84
Chile,2015,79.646,16.3,10.30,22010.00,0.92,0.83,0.81,0.84,0.85,0.84
Chile,2014,79.504,16.1,10.10,21990.00,0.92,0.82,0.81,,0.85,0.83
Chile,2013,79.349,16,9.90,21470.00,0.91,0.81,0.81,0.83,0.84,0.83
Chile,2012,79.176,15.4,9.90,20490.00,0.91,0.79,0.80,,0.83,0.82
Chile,2011,78.986,15.3,9.80,19110.00,0.91,0.78,0.79,,0.83,0.81
Chile,2010,78.779,15.2,9.80,16880.00,0.90,0.78,0.77,0.80,0.82,0.81
Chile,2009,78.558,15,9.90,15060.00,0.90,0.78,0.76,,0.81,0.80
Chile,2008,78.33,15,9.90,15220.00,0.90,0.78,0.76,,0.81,0.81
Chile,2007,78.099,14.9,9.40,15050.00,0.89,0.76,0.76,,0.80,0.80
Chile,2006,77.865,14.5,9.50,13840.00,0.89,0.75,0.74,,0.79,0.79
Chile,2005,77.63,14.5,9.50,11640.00,0.89,0.75,0.72,,0.78,0.79
Chile,2004,77.391,14.2,9.60,10840.00,0.88,0.74,0.71,,0.77,0.78
Chile,2003,77.146,13.9,9.40,10180.00,0.88,0.72,0.70,,0.76,0.77
Chile,2002,76.894,13.7,9.20,9930.00,0.88,0.71,0.69,,0.76,0.77
Chile,2001,76.634,13.9,9.00,9640.00,0.87,0.71,0.69,,0.75,0.77
Chile,2000,76.366,13.7,8.80,9220.00,0.87,0.70,0.68,,0.75,0.76
Chile,1999,76.092,13.5,8.70,8720.00,0.86,0.69,0.67,,0.74,0.75
Chile,1998,75.813,12.9,8.60,8790.00,0.86,0.67,0.68,,0.73,0.75
Chile,1997,75.530,12.8,8.60,8370.00,0.85,0.67,0.67,,0.72,0.74
Chile,1996,75.244,12.6,8.50,7750.00,0.85,0.66,0.66,,0.72,0.73
Chile,1995,74.957,12.5,8.40,7070.00,0.85,0.65,0.64,,0.71,0.73
Chile,1994,74.671,12.3,8.30,6270.00,0.84,0.64,0.63,,0.70,0.72
Chile,1993,74.386,12.1,8.30,5910.00,0.84,0.63,0.62,,0.69,0.71
Chile,1992,74.100,13.2,8.20,5390.00,0.83,0.67,0.60,,0.69,0.72
Chile,1991,73.808,13.2,8.10,4700.00,0.83,0.67,0.58,,0.68,0.71
Chile,1990,73.509,12.9,8.02,4270.00,0.82,0.65,0.57,,0.67,0.70
Chad,2018,53.98,7.47,2.41,1715.57,0.52,0.32,0.43,0.40,0.41,0.40
Chad,2017,53.712,8,2.30,1570.00,0.52,0.33,0.42,0.40,0.41,0.40
Chad,2016,53.438,8,2.30,1630.00,0.51,0.33,0.42,0.40,0.42,0.41
Chad,2015,53.137,8,2.30,1760.00,0.51,0.33,0.43,0.40,0.42,0.41
Chad,2014,52.789,7.8,2.20,1600.00,0.50,0.32,0.42,,0.41,0.40
Chad,2013,52.386,7.7,2.10,1500.00,0.50,0.32,0.41,0.40,0.40,0.40
Chad,2012,51.928,7.5,2.10,1690.00,0.49,0.31,0.43,,0.40,0.39
Chad,2011,51.424,7.3,2.00,1750.00,0.48,0.30,0.43,,0.40,0.38
Chad,2010,50.89,6.7,1.90,1760.00,0.48,0.28,0.43,0.37,0.38,0.37
Chad,2009,50.346,6.7,1.80,1570.00,0.47,0.27,0.42,,0.38,0.36
Chad,2008,49.82,6.2,1.80,1350.00,0.46,0.26,0.39,,0.36,0.35
Chad,2007,49.335,6,1.70,1370.00,0.45,0.25,0.40,,0.35,0.34
Chad,2006,48.907,5.7,1.60,1300.00,0.44,0.23,0.39,,0.34,0.33
Chad,2005,48.549,5.5,1.50,1310.00,0.44,0.23,0.39,,0.34,0.33
Chad,2004,48.27,5.6,1.40,1070.00,0.43,0.23,0.36,,0.33,0.32
Chad,2003,48.057,5.6,1.40,800.00,0.43,0.23,0.31,,0.31,0.31
Chad,2002,47.900,5.4,1.40,830.00,0.43,0.22,0.32,,0.31,0.31
Chad,2001,47.789,5.1,1.40,800.00,0.43,0.21,0.31,,0.30,0.31
Chad,2000,47.713,4.9,1.40,730.00,0.43,0.20,0.30,,0.30,0.30
Chad,1999,47.657,4.7,,750.00,0.43,0.66,0.30,,0.44,
Chad,1998,47.610,4.5,,770.00,0.42,0.65,0.31,,0.44,
Chad,1997,47.559,4,,730.00,0.42,0.63,0.30,,0.43,
Chad,1996,47.498,3.7,,710.00,0.42,0.62,0.30,,0.43,
Chad,1995,47.426,3.6,,710.00,0.42,0.62,0.30,,0.43,
Chad,1994,47.345,3.5,,700.00,0.42,0.62,0.29,,0.42,
Chad,1993,47.265,3.4,,630.00,0.42,0.61,0.28,,0.42,
Chad,1992,47.187,3.3,,780.00,0.42,0.61,0.31,,0.43,
Chad,1991,47.108,3.3,,730.00,0.42,0.61,0.30,,0.42,
Chad,1990,47.019,3.2,,660.00,0.42,0.61,0.29,,0.42,
Central African Republic,2018,52.81,7.57,4.28,776.68,0.50,0.37,0.31,0.38,0.39,0.38
Central African Republic,2017,52.24,7.2,4.30,960.00,0.50,0.36,0.34,0.38,0.39,0.37
Central African Republic,2016,51.593,7.2,4.30,860.00,0.49,0.36,0.33,0.37,0.38,0.36
Central African Republic,2015,50.881,7.1,4.20,800.00,0.48,0.35,0.31,0.36,0.37,0.36
Central African Republic,2014,50.129,7.1,4.10,730.00,0.46,0.35,0.30,,0.37,0.35
Central African Republic,2013,49.371,7.1,4.00,750.00,0.45,0.35,0.30,0.35,0.36,0.34
Central African Republic,1990,49.104,5.2,2.06,630.00,0.45,0.23,0.28,,0.31,0.32
Central African Republic,1991,48.728,4.9,2.10,630.00,0.44,0.22,0.28,,0.30,0.31
Central African Republic,2012,48.638,7,3.80,1110.00,0.44,0.34,0.36,,0.38,0.37
Central African Republic,1992,48.267,4.2,2.20,590.00,0.43,0.20,0.27,,0.29,0.30
Central African Republic,2011,47.95,7,3.70,1020.00,0.43,0.34,0.35,,0.37,0.36
Central African Republic,1993,47.731,4.3,2.30,580.00,0.43,0.21,0.27,,0.29,0.30
Central African Republic,2010,47.312,6.8,3.60,960.00,0.42,0.33,0.34,0.35,0.36,0.35
Central African Republic,1994,47.143,4.4,2.40,600.00,0.42,0.21,0.27,,0.29,0.30
Central African Republic,2009,46.719,6.6,3.50,910.00,0.41,0.32,0.33,,0.35,0.34
Central African Republic,1995,46.530,4.6,2.40,640.00,0.41,0.22,0.28,,0.29,0.30
Central African Republic,2008,46.161,6.4,3.40,840.00,0.40,0.31,0.32,,0.34,0.34
Central African Republic,1996,45.922,4.7,2.50,610.00,0.40,0.23,0.27,,0.29,0.30
Central African Republic,2007,45.636,6.3,3.40,830.00,0.39,0.30,0.32,,0.34,0.33
Central African Republic,1997,45.353,4.9,2.60,640.00,0.39,0.24,0.28,,0.30,0.30
Central African Republic,2006,45.158,6.2,3.30,780.00,0.39,0.30,0.31,,0.33,0.33
Central African Republic,1998,44.857,5,2.70,660.00,0.38,0.24,0.29,,0.30,0.30
Central African Republic,2005,44.744,6,3.30,740.00,0.38,0.29,0.30,,0.32,0.32
Central African Republic,1999,44.461,5.2,2.80,690.00,0.38,0.25,0.29,,0.30,0.31
Central African Republic,2004,44.413,5.9,3.20,720.00,0.38,0.29,0.30,,0.32,0.32
Central African Republic,2000,44.190,5.3,2.90,660.00,0.37,0.26,0.29,,0.30,0.31
Central African Republic,2003,44.182,5.7,3.10,680.00,0.37,0.28,0.29,,0.31,0.31
Central African Republic,2002,44.063,5.6,3.00,720.00,0.37,0.27,0.30,,0.31,0.31
Central African Republic,2001,44.061,5.4,2.90,700.00,0.37,0.26,0.29,,0.30,0.31
Canada,2018,82.32,16.09,13.32,43602.25,0.96,0.91,0.92,0.92,0.93,0.92
Canada,2017,82.21,16.4,13.30,48070.00,0.96,0.92,0.93,0.92,0.94,0.93
